adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/rfkIeCaIHhN3K5wjJJqKmfUjYp8.jpg,"[18, 36]",381284,en,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",52.967,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,2016-12-10,Hidden Figures,False,8.057,9183
False,/jaO8WurWoUBE55nskqtFqPZFFaO.jpg,"[27, 9648, 878]",1091,en,The Thing,"A team of American scientists investigate the empty, destroyed base of their Norwegian counterparts in Antarctica, only to discover a terrifying life force that can take the form of its prey.",44.534,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,1982-06-25,The Thing,False,8.1,6509
False,/ojH9M6BIHnHyAXLPsm7cRi7OkLU.jpg,"[18, 36, 10749]",11659,it,La meglio gioventù,"After a fateful encounter in the summer of 1966, the lives of two brothers from a middle-class Roman family take different directions, intersecting with some of the most significant events of postwar Italian history in the following decades.",13.366,/ltmcFRvTeAgBgMLUGa15KzDSQqs.jpg,2003-06-22,The Best of Youth,False,8.1,493
False,/P3GAbRjzVo9RKU4WxzvtgwlITc.jpg,"[28, 18]",678512,en,Sound of Freedom,"The story of Tim Ballard, a former US government agent, who quits his job in order to devote his life to rescuing children from global sex traffickers.",296.647,/qA5kPYZA7FkVvqcEfJRoOy4kpHg.jpg,2023-07-03,Sound of Freedom,False,8.054,1972
False,/b4VAgPHGL33OA5QNZCYi0jU5Nma.jpg,"[18, 80]",800,es,Los olvidados,"A group of juvenile delinquents live a violent, criminal life in the festering slums of Mexico City, among them the young Pedro, whose morality is gradually corrupted and destroyed by the others.",12.841,/3bdfN2gosYSxpHBAXPkAhxkUJFr.jpg,1950-12-09,The Young and the Damned,False,8.1,451
False,/tGb044NgQYQJr58fta5O3OB6SpQ.jpg,"[18, 28, 80]",7347,pt,Tropa de Elite,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",35.69,/lwIXz785N2fXi8hsBr1IXciFlkM.jpg,2007-10-12,Elite Squad,False,8.051,2248
False,/lI2AHx0QQrNnEkUqUG01QHUdLDW.jpg,"[16, 14, 12, 28, 10751]",638507,en,How to Train Your Dragon: Homecoming,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...",54.014,/kXj2Qrfm994yLeuADqbOieU1mUH.jpg,2019-10-25,How to Train Your Dragon: Homecoming,False,8.053,884
False,/i109vzdCkG7W3H9FxHmfpZjgh61.jpg,"[10751, 12, 18]",522518,en,A Dog's Journey,A dog finds the meaning of his own existence through the lives of the humans he meets.,38.73,/wquJChp0NpoqthYdE3YjXNNxvVC.jpg,2019-05-03,A Dog's Journey,False,8.051,1401
False,/xHDynIimfsgj0ZOs0j5ma8v1vmM.jpg,"[35, 18]",120467,en,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",41.71,/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,2014-02-26,The Grand Budapest Hotel,False,8.051,14163
False,/e7Z0DROMA9KLW5LfLXgYGv48qk4.jpg,[35],610461,es,"Veinteañera, Divorciada y Fantástica","Regina, our young protagonist, always dreamed of getting married. And she did it - but the dream lasted much less than she thought and now she has to face life in a very funny way as a divorcee.",15.341,/oSbCdDI0SAAOdywGe0YVO2iDdV9.jpg,2020-02-14,"Veinteañera, Divorciada y Fantástica",False,8.049,381
False,/lpuehRS74pgVYIQ6ZQ2fIAaoAvo.jpg,[18],538362,it,Sulla mia pelle,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",10.529,/rwPgE6fLxuJmPWi8fFjgENJMAjr.jpg,2018-09-12,On My Skin,False,8.048,1816
False,/hKpzq3U7X1C1lqnYh0WQwlPyxO5.jpg,"[18, 36]",1955,en,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",17.63,/3SInR81qnXjY7Or5qXyiQLmWfEh.jpg,1980-10-09,The Elephant Man,False,8.049,3270
False,/y5ebTEBtpLn8PprGTWQhDfq33k8.jpg,"[18, 10749]",42229,it,Una giornata particolare,"In Rome, fascist supporter Emanuele attends a parade commemorating Adolf Hitler's historic meeting with Italian leader Benito Mussolini, leaving his apolitical wife, Antonietta, to tend to household duties. Antonietta encounters a man, Gabriele, who appears surprisingly nonplussed by the political event. Over the course of the day, the two forge a close friendship that will forever change their perceptions of life, love and politics.",11.535,/jzRn7N1mFowkQ5IkUkfWoxXJtYU.jpg,1977-08-11,A Special Day,False,8.042,612
False,/s7oObbrQrfTvcIwvmcGTUdnMCiw.jpg,"[18, 10749]",26022,hi,My Name Is Khan,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",30.551,/5Y36lCiNyyV71mjq6LavgiggbhT.jpg,2010-02-10,My Name Is Khan,False,8.042,1237
False,/ctckqAvz9aTZDtfXLmDUdMflesU.jpg,[18],785534,tr,Kağıttan Hayatlar,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",19.348,/cmru6N6Hnw2pJwuo1ctH1CxKqKZ.jpg,2021-03-12,Paper Lives,False,8.0,354
False,/4i3Amppd6eW5Qkhjv4gdHk3CCoE.jpg,"[36, 10402, 18]",279,en,Amadeus,"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",26.787,/1n5VUlCqgmVax1adxGZm8oCFaKc.jpg,1984-09-19,Amadeus,False,8.037,3969
False,/oirihXGa5nm08QssHHH4qi59Dm6.jpg,[18],310569,pt,Que Horas Ela Volta?,"After leaving her daughter Jessica in a small town in Pernambuco to be raised by relatives, Val spends the next 13 years working as a nanny to Fabinho in São Paulo. She has financial stability but has to live with the guilt of having not raised Jessica herself. As Fabinho’s university entrance exams approach, Jessica reappears in her life and seems to want to give her mother a second chance. However, Jessica has not been raised to be a servant and her very existence will turn Val’s routine on its head. With precision and humour, the subtle and powerful forces that keep rigid class structures in place and how the youth may just be the ones to shake it all up.",10.422,/u1tDQun2iJAzersd94S8P47WEOL.jpg,2015-06-04,The Second Mother,False,8.0,690
False,/2P0toWq3feNvFAzf28j7vNc1IuZ.jpg,"[80, 18, 35]",106646,en,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",101.365,/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,2013-12-25,The Wolf of Wall Street,False,8.035,22894
False,/5VF2y1KyrrAL2WAX47odZ7TdelT.jpg,"[35, 18, 10749]",449176,en,"Love, Simon","Everyone deserves a great love story, but for 17-year-old Simon Spier, it's a little more complicated. He hasn't told his family or friends that he's gay, and he doesn't know the identity of the anonymous classmate that he's fallen for online. Resolving both issues proves hilarious, terrifying and life-changing.",33.0,/5YUYg5q7QfC4IoNwNUtiwdiYKPr.jpg,2018-02-16,"Love, Simon",False,8.034,5839
False,/kmuSGNlF9mfNHIDOEVEWPj6f3Ak.jpg,"[35, 80]",337404,en,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",93.394,/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,2021-05-26,Cruella,False,8.033,8804
False,/gYtXT7fJNBRZBbBulO11DoRveLT.jpg,"[18, 35]",400928,en,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",83.589,/7YB2YrMwIm1g8FyZtlvmVDfRnAT.jpg,2017-04-07,Gifted,False,8.033,5132
False,/fKa8Jy2ge1O0IU6zZXnJ2sxUzdU.jpg,"[18, 36]",895,ru,Андрей Рублёв,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",17.168,/910xRIUmNJrWH2hkQifBJtoPp5R.jpg,1966-12-16,Andrei Rublev,False,8.033,735
False,/37lz7mPo3AWV2BiaF7TA6ZWqL5u.jpg,"[18, 36, 10752]",821,en,Judgment at Nuremberg,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",19.897,/cqumfgd74ftVzOKJpFGOG64WlXL.jpg,1961-12-18,Judgment at Nuremberg,False,8.033,717
False,/lTyikzfGgRX5ZqIfVeT26APYfRL.jpg,"[35, 10752, 18]",515001,en,Jojo Rabbit,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",31.411,/7GsM4mtM0worCtIVeiQt28HieeN.jpg,2019-10-18,Jojo Rabbit,False,8.029,9010
False,/Q42zSrnjqshoC3RLOkvflwL58w.jpg,"[18, 53]",264644,en,Room,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",20.711,/dIxoYFcj6EqD5KScuU8lWCftnvH.jpg,2015-10-16,Room,False,8.029,8838
False,/3mxteiwtcCPjbYKlyC0WxY1G9J3.jpg,"[18, 53]",582,de,Das Leben der Anderen,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",37.377,/cVUDMnskSc01rdbyH0tLATTJUdP.jpg,2006-03-23,The Lives of Others,False,8.029,3446
False,/sdNPipjZoOJFuTBwH8EyEb5dsKv.jpg,"[18, 53, 12]",204,fr,Le Salaire de la peur,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.",18.981,/d1VEnsFO7YcEc5gRqKXu2Bq2MMJ.jpg,1953-04-22,The Wages of Fear,False,8.026,845
False,/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg,"[18, 10749]",1010581,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",251.494,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,False,8.029,2263
False,/sjp19s49gm58iKbq64AxJxg9JgN.jpg,[35],678580,es,El mesero,A waiter pretends to be an important businessman in order to reach the upper class through his entrepreneurial dreams.,13.681,/zvGC5jX5wQmU1GgPc0VGZz7Mtcs.jpg,2021-07-15,El mesero,False,8.023,346
False,/mWRJfzYCQc1j8VYp3sRrwQIoJEo.jpg,[18],20530,ja,晩春,"Noriko is perfectly happy living at home with her widowed father, Shukichi, and has no plans to marry -- that is, until her aunt Masa convinces Shukichi that unless he marries off his 27-year-old daughter soon, she will likely remain alone for the rest of her life. When Noriko resists Masa's matchmaking, Shukichi is forced to deceive his daughter and sacrifice his own happiness to do what he believes is right.",13.108,/iNtRSY2AGjW1VDXDR79bKsNUdus.jpg,1949-09-13,Late Spring,False,8.022,361
False,/s5R6kTMfOxkGit96A8lqcDL4uVk.jpg,"[80, 18]",641,en,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,18.411,/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,2000-10-06,Requiem for a Dream,False,8.022,9446
False,/dmsvUCbbAuxAFPj5QId0DlXLjvY.jpg,"[35, 18]",429210,pt,Bingo: O Rei das Manhãs,"1980s. Brazilian television exploding in color and auditorium programs not so politically correct. In the middle of this fervor, Augusto Mendes, a young rising actor, seeks his place in the sun. From porn studios to soap operas, he finally finds success and fame when he becomes ""Bingo"", a TV host clown from one of the audience leader TV shows for children. It turns out that behind the rice powder and red nose, nobody knows who he is.",11.164,/1ddIxZW72MjnPA2cls8gCGMPp5d.jpg,2017-08-24,Bingo: The King of the Mornings,False,8.0,363
False,/oBBtZHbtLt8wOHemA9Qv8hzcqng.jpg,"[35, 10749]",55960,it,"Totò, Peppino e la... malafemmina","Antonio, Peppino and Lucia are three brothers who live in the country near Naples. Lucia's son, Gianni, goes to Naples to study medicine, but there he knows a ballet dancer. They fall in love and, when she goes to Milan, Gianni follows her. Informed of this and afraid that their nephew will stop studying, the three Caponi brothers leave for Milan to persuade Gianni to come back and continue studying and abandon the ""Malafemmina"" (bad girl).",6.826,/rHsc35TLPliJAvbnmu8dvddiu96.jpg,1956-08-23,"Toto, Peppino, and the Hussy",False,8.0,329
False,/obKmfNexgL4ZP5cAmzdL4KbHHYX.jpg,"[12, 14]",673,en,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",161.106,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,2004-05-31,Harry Potter and the Prisoner of Azkaban,False,8.019,20586
False,/DztBnZaqmla2sGUW9s8AyOmskT.jpg,[18],14,en,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",36.269,/wby9315QzVKdW9BonAefg8jGTTb.jpg,1999-09-15,American Beauty,False,8.019,11559
False,/tQcbNXoYU7zy1dz96npOlbDgtbq.jpg,"[35, 80, 18]",9277,en,The Sting,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,28.484,/ckmYng37zey8INYf6d10cVgIG93.jpg,1973-12-25,The Sting,False,8.017,2431
False,/hs6OPto38fF589ScpGhl7uSU4MI.jpg,[37],938,it,Per qualche dollaro in più,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",38.175,/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg,1965-12-18,For a Few Dollars More,False,8.017,3696
False,/uvd1KXopHKelymR2JbSumRupRJo.jpg,"[53, 80]",521,en,Dial M for Murder,"An ex-tennis pro carries out a plot to have his wealthy wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway.",20.819,/2gDCAgl2iBQNuJuk6p2xtuS1ewg.jpg,1954-05-29,Dial M for Murder,False,8.016,2430
False,/lQAe1hfWYDdYypRVdzTbdg6JYWP.jpg,[18],526702,en,Black Beauty,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",17.139,/5ZjMNJJabwBEnGVQoR2yoMEL9um.jpg,2020-11-27,Black Beauty,False,8.0,322
False,/kuOvQ9TqsZwleNVNmHRJiIyzsKx.jpg,"[16, 18, 9648, 36]",339877,en,Loving Vincent,A young man arrives at the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.,20.539,/56sq57kDm7XgyXBYrgJLumo0Jac.jpg,2017-06-22,Loving Vincent,False,8.014,2342
False,/2W9HjAYWNug5RwyrEtrneXeL94Z.jpg,"[80, 18, 36]",524,en,Casino,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",30.482,/4TS5O1IP42bY2BvgMxL156EENy.jpg,1995-11-22,Casino,False,8.012,5471
False,/AaIRBsx4hpa2fVQzeCfFyOdzCEM.jpg,"[10751, 16, 14]",110416,en,Song of the Sea,"The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",19.345,/3DBX7QOEzWPNcDhqXInk6GBEvhK.jpg,2014-09-06,Song of the Sea,False,8.01,1339
False,/a5zBQfXmLk3qqRYF7AioWpiAxk2.jpg,"[18, 10752]",11778,en,The Deer Hunter,"A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",26.501,/bbGtogDZOg09bm42KIpCXUXICkh.jpg,1978-12-08,The Deer Hunter,False,8.01,3578
False,/cztYhbawTjK9m8lFBd97Yl5Zd8r.jpg,"[18, 36, 10752]",307,it,Roma città aperta,"During the Nazi occupation of Rome in 1944, the leader of the Resistance is chased by the Nazis as he seeks refuge and a way to escape.",14.606,/ijGV4v8JxgbNzgEhqKdzHdaZn8a.jpg,1945-10-08,"Rome, Open City",False,8.01,818
False,/a5pOEjOLvr04Hr8qktIDM75OZi0.jpg,"[18, 10751]",28178,en,Hachi: A Dog's Tale,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,42.016,/lsy3aEsEfYIHdLRk4dontZ4s85h.jpg,2009-06-08,Hachi: A Dog's Tale,False,8.006,6379
False,/ibJuTdFmYGOiiUzJ5HzHU4EAuf1.jpg,[18],5801,bn,পথের পাঁচালী,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",16.527,/2pZR9zmUzsblDLE5ndBe57ScqIi.jpg,1955-08-26,Pather Panchali,False,8.0,369
False,/ydmZIafp66mHABs3QJDwvjRgZfE.jpg,"[18, 28, 36]",359724,en,Ford v Ferrari,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",78.418,/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,2019-11-13,Ford v Ferrari,False,8.004,7287
False,/jFp5aAlGQ1H3gwdORL2urr8dnoN.jpg,"[36, 18, 53, 10752]",205596,en,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",61.097,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,2014-11-14,The Imitation Game,False,8.005,16330
False,/ruF3Lmd4A8MHbnEBE6lxPMbsHGL.jpg,"[9648, 18]",15,en,Citizen Kane,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",27.99,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,1941-04-17,Citizen Kane,False,8.005,5194
False,/4datX8btikWEikf7esqEe6fhw.jpg,"[16, 10749, 35]",455661,en,In a Heartbeat,A closeted boy runs the risk of being outed by his own heart after it pops out of his chest to chase down the boy of his dreams.,10.576,/wJUJROdLOtOzMixkjkx1aaZGSLl.jpg,2017-06-01,In a Heartbeat,False,8.004,976
False,/okdg55jhsr9k1F2lxsZoQncrLZL.jpg,"[18, 10749, 10752]",3175,en,Barry Lyndon,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",30.083,/dOJtBSyI30wWc08UmyEKLsu4Rfk.jpg,1975-12-18,Barry Lyndon,False,8.0,2635
False,/jEnh78WU2kxjCFaCdRh2r6ZDbfP.jpg,"[28, 35, 18, 10749]",28422,ja,愛のむきだし,"The story of a teenage boy named Yu, who falls for Yoko, a girl he runs into while working as an ""up-skirt"" photographer in an offshoot of the porn industry. His attempts to woo her are complicated by a spot of cross-dressing – which convinces Yoko that she is lesbian – dalliances with kung-fu and crime, and a constant struggle with the guilt that's a legacy of his Catholic upbringing.",12.554,/3QSGUdzG374H7pOxIdKNBpeLEUk.jpg,2009-01-31,Love Exposure,False,8.0,407
False,/fNHCogWhABNAmzk0IFdzQP5XLYj.jpg,"[9648, 53, 18]",25376,es,El secreto de sus ojos,"Hoping to put to rest years of unease concerning a past case, retired criminal investigator Benjamín begins writing a novel based on the unsolved mystery of a newlywed’s rape and murder. With the help of a former colleague, judge Irene, he attempts to make sense of the past.",24.55,/dkeAwfZzwL3WvToydE3CXiY80E0.jpg,2009-08-13,The Secret in Their Eyes,False,8.002,2380
False,/ozNapY9iczRr6FYKRbLLM00szCW.jpg,[18],12761,sv,Höstsonaten,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.",11.155,/6beNbtCXv3GkzHkxkGYf38ib7v8.jpg,1978-10-08,Autumn Sonata,False,8.002,538
False,/hZHeDPQGNKN9NN9GuW7qVbM2tDx.jpg,"[12, 35, 18]",962,en,The Gold Rush,A gold prospector in Alaska struggles to survive the elements and win the heart of a dance hall girl.,15.867,/eQRFo1qwRREYwj47Yoe1PisgOle.jpg,1925-07-12,The Gold Rush,False,8.002,1485
False,/uXXvFU16v3cH8gIUWx3WCbAt29a.jpg,"[16, 10751, 10749]",140420,en,Paperman,An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,17.697,/6MXYNvGmI63W8fI3HKlcZzEy1U5.jpg,2012-11-02,Paperman,False,8.001,1648
False,/xBSwwkAYl9h8QVG2OxNpSaSgJwr.jpg,"[10749, 18]",43949,en,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",44.194,/6zDYFigohwncqFL00MKbFV01dWb.jpg,2010-08-06,Flipped,False,8.001,2777
False,/mbJIERhLu25fyZb8DQIq1JN3AOR.jpg,[18],595,en,To Kill a Mockingbird,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",27.7,/oe88ZKHH1g0HWl7oReFpHTIryiJ.jpg,1962-12-20,To Kill a Mockingbird,False,8.0,2440
False,/fSu9eMwiGR7YVznegeB4JQPKgrO.jpg,"[35, 10749]",28978,en,The Circus,"Charlie, a wandering tramp, becomes a circus handyman - soon the star of the show - and falls in love with the circus owner's stepdaughter.",10.449,/3FywbVq2qGqbYHPCy2NJcOf0gmp.jpg,1928-01-06,The Circus,False,7.999,731
False,/mx2jS5Kaa5rmaldEFzKeKpDN9Q2.jpg,"[12, 36, 10752]",947,en,Lawrence of Arabia,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",26.106,/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,1962-12-11,Lawrence of Arabia,False,7.998,2790
False,/wmsePXV2z1b6ecXuKKrFbG0Q92P.jpg,[18],13223,en,Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",33.613,/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,2008-12-12,Gran Torino,False,7.994,10264
False,/8e6avmXiqurj5LHkmdHBq6rc5jm.jpg,"[18, 35, 10749]",11104,cn,重慶森林,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",37.633,/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,1994-07-14,Chungking Express,False,7.994,1629
False,/5dF4FNwM2qZIuF0WCUs5zvDGU2H.jpg,[18],7508,hi,तारे ज़मीन पर,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",20.896,/fwXhw9bERqKrJfJK6WGakPIh3FS.jpg,2007-12-21,Like Stars on Earth,False,7.994,1082
False,/A1mteOfKdvK5er2sD5i02Qw3CWz.jpg,"[18, 36]",780,fr,La Passion de Jeanne d'Arc,"A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",17.36,/8OYGtQlO8k9PcOm49apV62eVJQo.jpg,1928-04-21,The Passion of Joan of Arc,False,8.0,857
False,/2WgieNR1tGHlpJUsolbVzbUbE1O.jpg,"[10752, 28, 18]",530915,en,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",43.797,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,2019-12-25,1917,False,7.993,11717
False,/u7kuUaySqXBVAtqEl9vkTkAzHV9.jpg,"[18, 35]",20453,hi,3 Idiots,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",33.921,/66A9MqXOyVFCssoloscw79z8Tew.jpg,2009-12-23,3 Idiots,False,7.992,2234
