0,1,2
610150,True,random
129,True,random
324857,True,tag
120,True,tag
618344,True,random
378064,True,tag
476292,True,tag
128,True,tag
568160,True,tag
610892,True,tag
503314,True,tag
18438,True,tag
283566,True,tag
533514,True,random
315465,True,tag
372754,True,tag
92321,True,random
11659,True,random
1059,True,random
437068,True,tag
664767,True,tag
820067,True,tag
916224,True,tag
4935,True,random
505192,True,tag
